1	0.018624090382622346
2	0.02133472129288647
3	0.014372748736706045
4	0.015670418040826917
5	0.010875666307078468
6	0.011583340871665213
7	0.012080560645295514
8	0.01357298002888759
9	0.014713686373498704
10	0.011584894162499242
11	0.022407180526190333
12	0.019988056893150013
13	0.016689174032459658
14	0.018372827623453405
15	0.01262615703874164
16	0.012823538233836492
17	0.01642919062740273
18	0.011904650988678137
19	0.015245098517172866
20	0.015360677976989083
21	0.010050475985432664
22	0.011908256500545476
23	0.010938092389349348
24	0.009550259500328038
25	0.011835787704007493
26	0.012170938956033852
27	0.01162225991073582
28	0.012627390885932578
29	0.010631910473522212
30	0.013349137165480189
31	0.011615527353973852
32	0.014016132284369733
33	0.010865566113756763
34	0.012983288305501143
35	0.012110493508064084
36	0.011918883615483841
37	0.01239524476437105
38	0.012391317687514756
39	0.011566670508020453
40	0.014117259402862854
41	0.011040318550335037
42	0.012283697827822633
43	0.013609074780510532
44	0.010329573208259212
45	0.012524603038198419
46	0.009171832870278094
47	0.011160617487298118
48	0.012745644793742232
49	0.009329296803722778
50	0.010755469660378165
